issue_key,project_key,project_name,issue_type,status,priority,created,updated,labels,summary,description,acceptance_criteria,comments
CSCI-511,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,03/Oct/25 5:40 PM,14/Oct/25 10:00 AM,,MergeCo Supply Chain Reporting - Create Availability Historical Table from Network Drive File,"h3. Context

* 

h3. Objective

* 

h3. Steps 

# 

h3. Deliverables

* 

h3. Assumptions - (Optional)

* 

h3. Acceptance criteria

* 

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then",
CSCI-510,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,03/Oct/25 5:40 PM,16/Oct/25 9:52 AM,,MergeCo Supply Chain Reporting - Create ADF Pipeline to refresh Availability Network Drive file daily,"h3. Context

* 

h3. Objective

* 

h3. Steps 

# 

h3. Deliverables

* 

h3. Assumptions - (Optional)

* 

h3. Acceptance criteria

* 

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then",
CSCI-509,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,03/Oct/25 5:39 PM,09/Oct/25 10:06 AM,,MergeCo Supply Chain Reporting - Schedule ADF Pipelines to refresh daily,"h3. Context

* 

h3. Objective

* 

h3. Steps 

# 

h3. Deliverables

* 

h3. Assumptions - (Optional)

* 

h3. Acceptance criteria

* 

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then",Pipelines are created - just awaiting on approval for the PR by @user
CSCI-507,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,03/Oct/25 5:34 PM,07/Oct/25 9:59 AM,,MergeCo Supply Chain Reporting - Re-Engineer YTD Availability Metric,"h3. Context

* 

h3. Objective

* 

h3. Steps 

# 

h3. Deliverables

* 

h3. Assumptions - (Optional)

* 

h3. Acceptance criteria

* 

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then",
CSCI-506,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,02/Oct/25 9:56 AM,25/Oct/25 4:13 AM,,CI/CD documentation - document CI/CD repos in documentation,"Azure DevOps Linked tickets:

* [Feature 209127 Document Environment IAC|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/209127]
* [User Story 210948 Create ADF Documentation|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/210948]

h3. Context

* 

h3. Objective

* 

h3. Steps 

# 

h3. Deliverables

* 

h3. Assumptions - (Optional)

* 

h3. Acceptance criteria

* 

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then","Can you please share doc link thx

Documents created:

* Infrastructure
** [Architecture - Overview|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_wiki/wikis/Enterprise-Data-Platform-Implementation.wiki/5277/Architecture]
** [Configuration - Overview|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_wiki/wikis/Enterprise-Data-Platform-Implementation.wiki/5279/Configuration]
** all docs in source control: [docs - Repos|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-infrastructure?version=GBmaster&path=/docs]
* Snowflake Infrastructure
** [Architecture - Overview|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_wiki/wikis/Enterprise-Data-Platform-Implementation.wiki/5265/Architecture]
** [Configuration - Overview|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_wiki/wikis/Enterprise-Data-Platform-Implementation.wiki/5267/Configuration]
** all docs in source control: [docs - Repos|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-snowflake-infrastructure?path=/docs]

Documents for edp-data-factory repository are created for review: [docs - Repos|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-data-factory?version=GBfeature/210950-create-adf-architecture-documentation&path=/docs]

* README
* Architecture
* Configuration
* CI
* Deployment
* Security
* Developer Guide
* Troubleshooting

PR created for ed-data-factory documentation at; [Pull request 22988: Created documentation for edp-adf - Repos|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-data-factory/pullrequest/22988?path=%2Fdocs%2Farchitecture.md]

@user @user can you please review?

Thanks.

@user @user @user can you please revie this PR [Pull request 22988: Created documentation for edp-adf - Repos|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-data-factory/pullrequest/22988]. Thanks.

cc: @user

Hi Eugene, I have scanned through the docs. My only comment is: at the moment we are referencing QA but we will need to go back and add/ update details on SIT/UAT.

@user once we have the tickets for the additional environments, we need to update the docs accordingly as soon as they are configured."
CSCI-504,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,01/Oct/25 11:38 AM,05/Nov/25 3:51 PM,,SCAX2012 test server availability,"The SCAX2012 DB on TDB19b is not available anymore. Adeel has set up access on the TDB16MB test server. The IP of this server is 172.21.10.33. 

The username and password are the same as the old server. 

Next steps: 

* Confirm the same tables and data history on the new server
* To turn off the trigger on SCAX2012 in ADF
* To get the new server whitelisted

h3. 

h3. 

h3.","Given, When, Then","Adeel has confirmed that there are the same tables and data history on the new server. Existing trigger in ADF was also removed.

Now we need to raise a request to get the new servers whitelisted and update ADF linked service to point to it.

@user will help take over from here.

Request has been sent to Anjali to create whitelisting of IPs from ADF. Once done we will check the ingestion process running with the new server."
CSCI-503,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,01/Oct/25 8:34 AM,08/Oct/25 11:35 AM,,"ADF- Generic Dataset, Linked Service POC & Raise PR","h3. Context

* As per Review comments on ADF PR, Eugene suggested to do POC for generic pipeline to take care of all ingestion instead of creating different pipelines for different sources.

h3. Objective

* To come up with a generic pipeline strategy to take care of majority of ingestion.

h3. Steps 

# 

h3. Deliverables

* 

h3. Assumptions - (Optional)

* 

h3. Acceptance criteria

* -Create Parameterized LinkedService-
* -Create Parameterized DataSets-
* -Create Generic ADF Pipeline for SQL Server-
* Create Generic ADF Pipeline for MY SQL
* Work On to raise first clean PR to push these generic components

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then","@user 
Can you note what @user has got you to try and then provide your approach?

Can update this in description

Initial PR created

Hi @user / @user ,

I have implemented the review comments provided by @user .

I also need to test the concurrent load testing on the shared pipeline. Looks like to do that we first need to publish the pipeline & triggers into master first so that the triggers can be tested to run parallelly.

Hi @user ,

The PR is merged into Master. We are able to trigger multiple instances of the pipeline for various sources at the same time. I will try to do say 5 concurrent loads at the same time to test how it goes and post the results here today.

@user , @user .. FYI as discussed"
CSCI-502,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Sep/25 2:55 PM,10/Oct/25 5:15 PM,,Creation of Service Account to access Network Drive- RITM0176342,"h3. Context

* Creation of Service Account to access Network Drive- RITM0176342

h3. We need a Service Account creation to access the below Network Drive for Ingestion of supply chain data into Snowflake for group level reporting.

Will be retrieving data from this location (Folder path):
 \\cwvault\Everyone\Supply Chain\Administration\Report and Dashboard\ZZ_DataSource

h3. 

h3. 

h3.","Given, When, Then","assigned to Ops teams.

IT SysOps Team is looking into this, I followed up today.

cc- @user @user @user @user

Reached out to a SysOps team member to help as it hadn’t been picked by anyone from their team.

cc- @user @user @user

Pending ServiceNow respond - WIP

currently WIP cc @user @user

Issue split into:
|CSCI-536|Creation of Service Account to access Network Drive- RITM0176342 Sprint 10|

To continue monitor in sprint 10

Issue split into:
|CSCI-537|Creation of Service Account to access Network Drive- RITM0176342 Sprint 10|"
CSCI-501,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Sep/25 1:13 PM,09/Oct/25 2:05 AM,,ADF Pull Requests - Review and Approve,"Eugene to review and approve the below PRs:

 

#1 Ashu: [https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-data-factory/pullrequest/22791|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-data-factory/pullrequest/22791] 

#2 Aswini: [https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-data-factory/pullrequest/22802|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-data-factory/pullrequest/22802] 

#3 Jess: [https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-data-factory/pullrequest/22748|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-data-factory/pullrequest/22748]",PRs approved and merged,"Eugene has provided feedback to the team. 

@user @user are exploring an option to create a generalised data pipelines where we can parameterise the Datasets.

Issue split into:
|CSCI-518|ADF Pull Requests - source config CI/CD setup|"
CSCI-500,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,29/Sep/25 2:03 PM,30/Sep/25 8:52 AM,,ADF Naming standard documentation,Documentation of ADF naming standard.,* Create a Wiki page in azure DevOps,"@user to review it. [Azure Data Factory - Overview|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_wiki/wikis/Enterprise-Data-Platform-Implementation.wiki/5259/Azure-Data-Factory]

@user Awesome! Thanks Ashu!"
CSCI-499,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,29/Sep/25 9:45 AM,18/Dec/25 11:09 AM,,Snowflake - PowerBI network policy,"h3. Context

* To configure network policies for PowerBI to only allow access from trusted IP addresses

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then","Hi @user we need to add a network policy to the Snowflake PowerBI user being used for MergeCo reports. Can you pls help me confirm if the PowerBI is accessing Snowflake using the privatelink? and can you provide the IP addresses for this user?

Many thanks!

Chloe

FYI

@user @user @user @user

@user Hi Chloe,

Yes currently the PBI user is connecting with the privatelink ([cw-au.privatelink.snowflakecomputing.com|http://cw-au.privatelink.snowflakecomputing.com]). See below details of the current setup:

We are connecting via the *EDP_ANALYSIS_DEV* warehouse, and using the *S_POWERBI_DEV* user account (basic authentication).

The current VNet Gateway we are connecting with is *cwr-ase-edp-dev-vdgw*:

The virtual network this sits on is *cwr-ase-nonprod-dpdev-vnet*:

And the IP Address under the Subnet for Fabric is *172.29.84.96/27*.

As confirmed by Eugene the IP range below is fixed for Vnet Data Gateway in Dev environment. @user @user @user

We do not need a Snowflake Network Policy when we are using PrivateLink-only.

Once we enable the PrivateLink-only mode via the below scripts:

{noformat}SELECT SYSTEM$ENFORCE_PRIVATELINK_ACCESS_ONLY();{noformat}

Snowflake enforces:

* All traffic must come through Azure PrivateLink
* Public endpoint → fully blocked
* TLS termination happens only on the PrivateLink endpoint
* Source traffic will always appear as your private VNet IPs (10.x.x.x)

This alone gives you a network boundary.

So even without any Snowflake Network Policy: 

* Public access is impossible
* Internet access is impossible
* Malicious external traffic cannot reach your account
* Only PrivateLink-connected Azure VNets can reach Snowflake

@user @user @user @user @user @user

I am looking to enable the Snowflake Privatelink-Only mode however @user tested again this morning and is still having issues with connecting to Snowflake's privatelink via Power BI Desktop. Suggesting delaying enabling privatelink-only mode until we get this resolved. 

Pending updates from Raveen and Eugene on MS response for the above issue.

Enabled the Snowflake Privatelink-Only mode today after confirming SSO authentication from PowerBI to Snowflake successful."
CSCI-496,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,29/Sep/25 8:22 AM,10/Oct/25 5:07 PM,,MergeCo Conformed Reporting - Draft Solution Design - Sprint 9,"Create draft of the solution design for the Merge Co Conformed reporting.

Just needs to be a one-page document, outlining *how* we will build and ingest the data for this reporting.

Includes:

* What grain of data required for each metric
* How we will push data for each environment into a join environment
* Merging them into a common dimension",,"Have started populating page:

[https://sigmahealthcare.atlassian.net/wiki/spaces/EDP/pages/1655504898/MergeCo+Tactical+Reporting+-+Solution+Design|https://sigmahealthcare.atlassian.net/wiki/spaces/EDP/pages/1655504898/MergeCo+Tactical+Reporting+-+Solution+Design]

Issue split into:
|CSCI-532|MergeCo Conformed Reporting - Draft Solution Design - Sprint 10|

To be continue in sprint 10"
CSCI-495,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,29/Sep/25 8:18 AM,06/Oct/25 5:30 PM,,Access Manhattan Active- Whitelisting- RITM0176041 - sprint 9,"h3. Context

This is for Snowflake to access Manhattan Active. They have already been able to action the whitelisting on their end, but we need to enable whitelisting on our firewall also.
We will be querying their database and ingesting into Snowflake via ADF (same pattern as our network drive). Manhattan won't be accessing anything our end - we just need to enable our firewall so that we can query their DB

h3. More Details:

# Port is 3306 (default) 
# We are wanting to enable the firewall rule for Azure (so our SHIR - which is hosted in Azure can access Manhattan)
# The data flow is: Manhattan Active --> SHIR + ADF --> Blob Storage --> Snowflake
#* We use ADF as the ETL tool to move data from Manhattan to Blob Storage, and the SHIR is the machine which powers this
# The requirement is to have the ability to move data *from Manhattan* *to our Azure* Environment - that's what we need enabled
#* From here, we then use ADF + SHIR to move the data to Snowflake
# SHIR is on an Azure VM Scale Set - cwr-ase-edp-shir-dev-vmss. It is all in the cloud and is sitting in our private network
# Warehouse Management/Stock Data - no PII

h3. 

h3. 

h3. 

h3.","Given, When, Then","assigned to Cloud team - Brent R - @user

@user - working on this (whitelisting) - ETA today.

Pretty sure this is done 🙂 
 @user

This has been whitelisted, Team confirmed via testing (screenshot below)

cc- @user @user @user @user

@user I’ll put it as in-review"
CSCI-494,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,29/Sep/25 8:16 AM,30/Sep/25 9:48 AM,,Follow up on - RITM0175340- Azure Blob storage access from office - sprint 9,"h3. Context

* 

h3. Objective

* 

h3. Steps 

# 

h3. Deliverables

* 

h3. Assumptions - (Optional)

* 

h3. Acceptance criteria

* 

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then","Hey @user - i’ll at least need a copy-paste from the original RITM ticket to here. 
Thanks.

with @user @user to test.

The ticket number is RITM0175340 as mentioned in the header of this ticket.

cc- @user"
CSCI-493,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,29/Sep/25 8:09 AM,06/Oct/25 2:08 PM,,Handover From Adeel to next person from DB team - finalisation,"Confluence doc to cover:

* -where things are up to-
** -Modelling-
** -STTM-
* -Parquet extract:-
** -Extract-
** -Upload-
* What we need from this project
* Catchup session",,"@user I’ve uploaded the handover docs in Mergco folder

[MergeCo Data Team - Adeel Handover - All Documents|https://mychemist.sharepoint.com/sites/TheLanding/MergeCoData/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FTheLanding%2FMergeCoData%2FShared%20Documents%2F01%2E%20Projects%2F01%2E%20SC%20Interim%20Data%20Platform%2F03%2E%20Test%20and%20Deploy%2FAdeel%20Handover&newTargetListUrl=%2Fsites%2FTheLanding%2FMergeCoData%2FShared%20Documents&viewpath=%2Fsites%2FTheLanding%2FMergeCoData%2FShared%20Documents%2FForms%2FAllItems%2Easpx]

handover with sam complete"
CSCI-492,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,29/Sep/25 8:08 AM,10/Oct/25 3:44 PM,,Review Source-to-Target Map for Fact_Warehouse_Location_Inbound_Transactions - sprint 9,Source to target mapping for Fact_Warehouse_Location_Inbound_Transactions - filling out sheet as per Source-to-target facts,"* Columns as per[ supplied sheet|https://sigmacompanylimited-my.sharepoint.com/:x:/r/personal/phillip_yuen_sigmahealthcare_com_au/Documents/Inventory%20Source-to-target%20document%20-%20Dimensions.xlsx?d=w8e06411f59a74a9faefa002ad5a5b931&csf=1&web=1&e=cpn3bw&nav=MTVfezg1QUM4QzQwLTY1RUMtNDkxQy05N0RCLTY0QjQ2OTI4RDJDQn0] to be filled
** Pres Column name
** Data type
** Description
** Source
*** Server
*** DB
*** Schema
*** TAble 
*** Column
*** Derived? Yes or no",review complete. But we might have to revist this as we progress to clearly get the business logic in place
CSCI-490,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,29/Sep/25 8:07 AM,10/Oct/25 10:25 AM,,Create Source-to-Target Map for DimBatch,"h3. Context

* There is a need to document the source-to-target mapping for the Dim_Batch table as part of the CW Cloud Data Platform Interim Solution project.

h3. Objective

* To complete the source-to-target mapping sheet for Fact_Warehouse_Location_Packing, ensuring all required columns and metadata are accurately filled out as per the supplied template.

h3. Steps

# Access the [STTM |https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/_layouts/15/Doc.aspx?sourcedoc=%7B91FDEF3E-FF68-4F5F-B7D9-135BB7C90FC8%7D&file=Source-To-Target-Mapping%20(STTM).xlsx&nav=MTVfe0JERjIzNjcyLTdEQzgtNENDQS1CMDYxLUE0NzkzQUMxNTNGM30&action=default&mobileredirect=true]document
# For each column in Fact_Warehouse_Location_Packing, fill in:
#* Pres Column name
#* Data type
#* Description
#* Source details (Server, DB, Schema, Table, Column)
#* Indicate if derived (Yes/No)
# Review the completed mapping for accuracy and completeness.

h3. Deliverables

* A fully completed source-to-target mapping sheet for Dim_Batch table, with all required fields filled as per the template.

h3. Assumptions (Optional)

* Access to all necessary source systems and metadata is available.
* The supplied mapping sheet template is up to date and reflects current requirements.

h3.","* Columns as per the supplied sheet are filled:
** Pres Column name
** Data type
** Description
** Source (Server, DB, Schema, Table, Column)
** Derived? (Yes/No)","found the source table 
@user FYI, this mapping is only for on Prem ILS
location: PDB15.ILS.dbo.LOCATION_INVENTORY

{noformat}SELECT Top 100 li.BATCH, li.BATCH_EXPIRY_DATE,li.item, li.warehouse, li.LOCATION, li.RECEIVED_DATE,ON_HAND_QTY,AGING_DATE,INTERNAL_LOCATION_INV,*
from ILS.dbo.item i (nolock)
left join ILS.dbo.LOCATION_INVENTORY li (nolock) on li.item=i.item AND LI.COMPANY =I.COMPANY
where i.COMPANY = 'CW01' --Excluding EPH
AND i.ITEM_CATEGORY10 ='Y' --Batch and Expiry
AND li.LOCATION_TEMPLATE !='MISC'

and batch = 'ZL01Y'

Order by 1 desc {noformat}"
CSCI-489,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Sep/25 10:53 AM,29/Sep/25 8:18 AM,,Access Manhattan Active- Whitelisting- RITM0176041,"h3. Context

This is for Snowflake to access Manhattan Active. They have already been able to action the whitelisting on their end, but we need to enable whitelisting on our firewall also.
We will be querying their database and ingesting into Snowflake via ADF (same pattern as our network drive). Manhattan won't be accessing anything our end - we just need to enable our firewall so that we can query their DB

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then",
CSCI-488,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Sep/25 10:06 AM,10/Oct/25 9:49 AM,,Capture the requirements for creating the Jumpbox for the developers (data engineers),"Capture the requirements for creating the Jumpbox for the developers (data engineers).

*Key action items*

* On-Premise DNS Resolution for [privatelink.snowflakecomputing.com|http://privatelink.snowflakecomputing.com/] - On prem and Cloud Team- *RITM0173487 (for reference)*

What’s needed is for the DNS forwarding from on-premise DNS servers, to the Azure privatelink DNS. See: [Resolve Azure and on-premises domains. | Microsoft Learn|https://learn.microsoft.com/en-us/azure/dns/private-resolver-hybrid-dns] -CHG0052044 (change request created)

* Collaborate with the EUC Team (CWR) to *create* Jumpbox
* Give the Entra (AD) users access to the Jumpbox 

|*Snowflake_CW_AU_DataEngineers*|DEV_ROLE_DATA_ENG|

* Configure firewalls (whitelisting) (On-Prem, Azure) as follows
* VDI / Jumpbox network → Snowflake VNet *(servicenow tickets)*

* *how many jumpboxes* we need? *no. of users 8*
* Note: Ports to be allowed: 443, 80, 1433
{adf:display=block}
{""type"":""taskList"",""content"":[{""type"":""taskItem"",""content"":[{""type"":""text"",""text"":""Configure VDI / Jumbox images to pre-install tools listed below: - The list has been reviewed and approved by EUC Team.""}],""attrs"":{""localId"":""a6a01a2f-604c-4540-b9f2-173ad2e43e57"",""state"":""DONE""}}],""attrs"":{""localId"":""0c33acf9-c722-4f42-8518-6b140130d8da""}}
{adf}
* *Git for Windows* + *Git Credential Manager (GCM)* (Azure DevOps/GitHub SSO)
* *Azure CLI* & *Azure PowerShell*
* *AzCopy* (for ADLS/BLOB moves within Azure)
* *VS Code* (primary IDE)
** Extensions: _Snowflake SQL Tools_ (Snowflake), _SQLTools_ (optional), _Python_, _Pylance_, _Jupyter_, _YAML_, _GitLens_
* *Snowflake CLIs/SDKs*
** *Snow CLI* (preferred over SnowSQL)
** _(Optional)_ *SnowSQL* legacy client (only if you still need it)
* *Drivers*
** *Snowflake ODBC* and *JDBC* drivers (for BI tools, dbt, notebooks)
* *Languages / Runtimes*
** *Python 3.11+* (via *Miniconda* or *pyenv-win*; standardize on conda envs)
** *Java 17* (LTS) for Snowpark Java/Scala
** *Node.js 20 LTS* (if you use Streamlit/Node helpers)
* *Snowpark & data tooling (per environment)*
** {{pipx}} and/or {{conda}}
** {{snowflake-snowpark-python}}, {{pandas}}, {{pyarrow}}, {{jupyterlab}}, {{ipykernel}}

* *Power BI Desktop* _(or Power BI Desktop – Optimized for Fabric if that’s your org standard)_
* *Tabular Editor*
** TE2 (free) for basic edits or *TE3* (licensed) for advanced modeling/CI
* *DAX Studio* (performance tuning)
* *ALM Toolkit* (schema compare/deployment)
* *Power BI Report Builder* (if you produce paginated reports)
* *Azure Data Studio* (lightweight SQL + notebooks)
* *SSMS* (for on-prem SQL Server admin)
* *Azure Storage Explorer* (browsing ADLS/BLOB via private endpoints)
* *On-prem / misc drivers*
** Microsoft SQL Server ODBC, Oracle/ODBC (if used), PostgreSQL ODBC (if used)",* The data engineers are able to access Snowflake and other relevant applications via Jumpbox,"The change request has been raised for DNS forwarding from on-premise DNS servers to the Azure Privatelink DNS.

[CHG0052044|https://cwretail.service-now.com/nav_to.do?uri=sysapproval_approver.do?sys_id=97c987ff33c83e9047764f945d5c7bde]

If we implement this change, people will be locked out of snowflake and rely on VDI. We are awaiting Harrison’s and Alan’s architecture review as mentioned by Frank to proceed with this request.

cc- @user @user @user

@user to follow up - will create card"
CSCI-487,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Sep/25 9:58 AM,03/Oct/25 9:55 AM,,MergeCo Conformed Reporting - Draft Dashboard Testing,"Once dashboard requirements are set and confirmed by the business, need to create a dashboard wireframe.

The wireframe will outline how the dashboard will look, what functionality will be available (eg: what filters available and any other interactive features).

Wireframe will also include definition of metrics within the dashboard and any cadences around dashboard refresh, and email subscriptions.",,
CSCI-486,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Sep/25 9:57 AM,02/Oct/25 9:59 AM,,MergeCo Conformed Reporting - Draft Dashboard Development,"Once dashboard requirements are set and confirmed by the business, need to create a dashboard wireframe.

The wireframe will outline how the dashboard will look, what functionality will be available (eg: what filters available and any other interactive features).

Wireframe will also include definition of metrics within the dashboard and any cadences around dashboard refresh, and email subscriptions.",,Initial doc for wireframe done
CSCI-485,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Sep/25 9:35 AM,10/Oct/25 5:06 PM,,Handover - PO's manual.,"h3. Context

* As @user is leaving D&A, he will be writing steps to ensure next person is well equipped with context/objective of what the role is about, what’s the steps to get there, and what are the deliverables.

h3. Objective

* To create a clear, empowering, and energising handover for the next Product owenr

h3. Steps 

# Create coverage map for handover
# Create induction checklist
# Create instruction manual for
## Scrum
## Prioritisation
## What a day/Week loooks like
## What happens if someone’s away
## 

h3. Deliverables

* PO’s manual - confluence doc

h3. Assumptions - (Optional)

* 

h3. Acceptance criteria

* Aligned with @user / @user 
* Doc accessible via confluence/equivalent

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then",
CSCI-484,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Sep/25 9:26 AM,19/Oct/25 7:57 PM,,"Review Source-to-Target Map for Dim_Party, BridgeStorePartyRole","h3. Context

* There is a need to document the source-to-target mapping for the Dim_Party table and BridgeStorePartyRole table as part of the CW Cloud Data Platform Interim Solution project.

h3. Objective

* To complete the source-to-target mapping sheet for Fact_Warehouse_Location_Packing, ensuring all required columns and metadata are accurately filled out as per the supplied template.

h3. Steps

# Access the [STTM |https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/_layouts/15/Doc.aspx?sourcedoc=%7B91FDEF3E-FF68-4F5F-B7D9-135BB7C90FC8%7D&file=Source-To-Target-Mapping%20(STTM).xlsx&nav=MTVfe0JERjIzNjcyLTdEQzgtNENDQS1CMDYxLUE0NzkzQUMxNTNGM30&action=default&mobileredirect=true]document
# For each column in Fact_Warehouse_Location_Packing, fill in:
#* Pres Column name
#* Data type
#* Description
#* Source details (Server, DB, Schema, Table, Column)
#* Indicate if derived (Yes/No)
# Review the completed mapping for accuracy and completeness.

h3. Deliverables

* A fully completed source-to-target mapping sheet for Dim_Party table and BridgeStorePartyRole table, with all required fields filled as per the template.

h3. Assumptions (Optional)

* Access to all necessary source systems and metadata is available.
* The supplied mapping sheet template is up to date and reflects current requirements.

h3.","* Columns as per the supplied sheet are filled:
** Pres Column name
** Data type
** Description
** Source (Server, DB, Schema, Table, Column)
** Derived? (Yes/No)",review done
CSCI-483,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Sep/25 9:25 AM,19/Oct/25 7:56 PM,,"Review Source-to-Target Map for DimBuyer, BridgeProductBuyer","h3. Context

* There is a need to document the source-to-target mapping for the Dim_Buyer table and BridgeProductBuyer table as part of the CW Cloud Data Platform Interim Solution project.

h3. Objective

* To complete the source-to-target mapping sheet for Fact_Warehouse_Location_Packing, ensuring all required columns and metadata are accurately filled out as per the supplied template.

h3. Steps

# Access the [STTM |https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/_layouts/15/Doc.aspx?sourcedoc=%7B91FDEF3E-FF68-4F5F-B7D9-135BB7C90FC8%7D&file=Source-To-Target-Mapping%20(STTM).xlsx&nav=MTVfe0JERjIzNjcyLTdEQzgtNENDQS1CMDYxLUE0NzkzQUMxNTNGM30&action=default&mobileredirect=true]document
# For each column in Fact_Warehouse_Location_Packing, fill in:
#* Pres Column name
#* Data type
#* Description
#* Source details (Server, DB, Schema, Table, Column)
#* Indicate if derived (Yes/No)
# Review the completed mapping for accuracy and completeness.

h3. Deliverables

* A fully completed source-to-target mapping sheet for Dim_Buyer table and BridgeProductBuyer table, with all required fields filled as per the template.

h3. Assumptions (Optional)

* Access to all necessary source systems and metadata is available.
* The supplied mapping sheet template is up to date and reflects current requirements.","* Columns as per the supplied sheet are filled:
** Pres Column name
** Data type
** Description
** Source (Server, DB, Schema, Table, Column)
** Derived? (Yes/No)",review done
